brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,accident_binary,clean_title_binary,brand_enc,fuel_type_enc,transmission_enc,ext_col_enc,int_col_enc,price_category,cluster_KMeans,cluster_Agglomerative,cluster_DBSCAN,cluster_MeanShift,cluster,cluster_label
Audi,Q5 2.0T Premium Plus,2013,111773,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,17000.0,13,0,1,3,2,25,38,9,Budget,8,0,4,0,8,Standard
Cadillac,XTS Luxury,2019,54002,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,22500.0,7,1,1,7,2,31,20,9,Mid-Range,4,1,2,0,4,Luxury
Volkswagen,Jetta 1.4T SE,2016,87000,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,At least 1 accident or damage reported,Yes,13000.0,10,1,1,50,2,51,104,57,Budget,4,1,2,0,4,Luxury
Ford,Focus RS Base,2016,49700,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,31700.0,10,0,1,12,2,18,29,10,Mid-Range,7,0,4,0,7,
Mercedes-Benz,AMG C 63 S,2017,34500,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,64600.0,9,0,1,32,2,20,104,10,Premium,0,6,4,0,0,
Ford,Bronco Sport Big Bend,2021,31729,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Maroon,Medium Dark Slate,At least 1 accident or damage reported,Yes,29614.0,5,1,1,12,2,26,144,74,Mid-Range,4,1,2,0,4,Luxury
Jeep,Gladiator Overland,2021,7388,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,43663.0,5,0,1,20,2,26,83,10,Premium,7,6,4,0,7,
Mercedes-Benz,GLC 300 Base 4MATIC,2018,44486,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Gray,Black,None reported,Unknown,25625.0,8,0,0,32,2,30,104,10,Mid-Range,3,2,3,1,3,
Acura,MDX 3.7L Advance,2013,20750,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,33000.0,13,0,1,0,2,14,20,10,Mid-Range,7,3,4,0,7,
Genesis,G70 3.3T,2022,12000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,41000.0,4,0,1,14,2,25,105,9,Premium,7,3,4,0,7,
Lexus,LX 570 Three-Row,2021,14206,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,98000.0,5,0,1,24,2,31,20,10,Premium,7,6,4,0,7,
Jeep,Grand Cherokee L Limited,2022,31700,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,43500.0,4,0,1,20,2,31,104,10,Premium,7,6,4,0,7,
Kia,Sportage LX,2009,100730,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,6975.0,17,0,1,22,2,31,99,54,Budget,8,0,4,0,8,Standard
Ford,Expedition EL XLT,2014,85149,Gasoline,5.4 Liter,Automatic,Oxford White,Camel Leather,None reported,Unknown,23598.0,12,0,0,12,2,33,173,25,Mid-Range,3,2,3,1,3,
BMW,X6 M Base,2018,48291,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,67250.0,8,0,1,4,2,51,104,23,Premium,2,5,4,0,2,
Volkswagen,Eurovan MV,2001,111887,Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,14000.0,25,0,1,50,2,31,29,57,Budget,8,0,4,0,8,Standard
Rolls-Royce,Ghost Base,2010,79000,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,69000.0,16,0,1,42,2,25,223,10,Premium,0,0,4,0,0,
Lincoln,Navigator Reserve,2016,125000,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26500.0,10,0,1,25,2,51,104,9,Mid-Range,2,5,4,0,2,
Mercedes-Benz,GLA 250 Base 4MATIC,2022,13777,Gasoline,221.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,39777.0,4,1,1,32,2,25,20,10,Premium,4,1,2,0,4,Luxury
RAM,1500 Big Horn,2022,14920,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Black,None reported,Yes,41741.0,4,0,1,40,2,33,72,10,Premium,0,6,4,0,0,
Jeep,Grand Cherokee L Summit,2022,14627,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Tupelo,None reported,Unknown,56740.0,4,0,0,20,2,33,72,125,Premium,3,2,3,1,3,
Volvo,S80 3.2,2010,90050,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,5800.0,16,0,1,51,2,31,38,9,Budget,0,6,4,0,0,
Subaru,BRZ Premium,2014,45000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,25000.0,12,1,1,46,2,18,29,10,Mid-Range,4,1,2,0,4,Luxury
Chevrolet,Corvette Base,1998,7666,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,39500.0,28,0,1,8,2,6,198,10,Mid-Range,8,0,4,0,8,Standard
Hummer,H2 SUT,2006,89900,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Beige,None reported,Yes,29994.0,20,0,1,16,2,6,198,9,Mid-Range,8,0,4,0,8,Standard
Ford,Edge Sport,2011,132000,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,10999.0,15,1,1,12,2,51,20,10,Budget,4,1,2,0,4,Luxury
GMC,Terrain SLT,2010,32652,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,6500.0,16,0,1,13,2,14,198,23,Budget,7,0,4,0,7,
Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,36632,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Blue,None reported,Unknown,72567.0,8,0,0,23,2,25,29,21,Premium,3,2,3,1,3,
Jeep,Grand Cherokee WK Laredo X,2022,11164,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,37500.0,4,0,1,20,2,25,20,10,Mid-Range,7,6,4,0,7,
BMW,M4 Base,2020,22655,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,63999.0,6,0,1,4,2,20,223,10,Premium,7,3,4,0,7,
Chevrolet,Camaro 1LT,2021,10300,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,29900.0,5,0,1,8,2,45,20,10,Mid-Range,2,5,4,0,2,
BMW,X6 M Base,2018,48000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,54000.0,8,0,1,4,2,25,29,10,Premium,7,3,4,0,7,
Mercedes-Benz,CLK-Class 550,2007,138000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,10000.0,19,1,1,32,2,20,223,10,Budget,1,7,2,0,1,Economy
RAM,1500 TRX,2022,24058,Gasoline,"HEMI 6.2L V-8 intercooled supercharger, premium unleaded, engine","Automatic, 8-Spd",Flame Red Clearcoat,BLACK,None reported,Unknown,81900.0,4,0,0,40,2,37,86,8,Premium,3,2,3,1,3,
Audi,RS 7 4.0T Prestige,2016,31500,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,67000.0,10,0,1,3,2,25,104,10,Premium,7,3,4,0,7,
Porsche,Macan S,2020,19701,Gasoline,3.0 Liter,Automatic,Unknown,Unknown,None reported,Unknown,55998.0,6,0,0,39,2,33,256,126,Premium,3,2,3,1,3,
Genesis,GV70 3.5T Sport,2022,10200,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,50500.0,4,0,1,14,2,31,263,10,Premium,7,3,4,0,7,
Aston,Martin V8 Vantage Base,2008,62378,Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,At least 1 accident or damage reported,Yes,33995.0,18,1,1,2,2,45,198,9,Mid-Range,4,1,2,0,4,Luxury
Nissan,350Z Touring,2006,84200,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,10200.0,20,0,1,35,2,18,223,57,Budget,8,0,4,0,8,Standard
Chevrolet,Tahoe Premier,2021,41050,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,62900.0,5,0,1,8,2,2,104,57,Premium,7,3,4,0,7,
Jeep,Compass Limited,2020,39192,Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,White Clearcoat,Black,None reported,Unknown,24590.0,6,0,0,20,2,30,264,10,Mid-Range,3,2,3,1,3,
BMW,430 430i,2022,7758,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Unknown,47998.0,4,0,0,4,2,33,20,10,Premium,3,2,3,1,3,
Ford,Bronco Sport Outer Banks,2021,31654,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Rapid Red Metallic Tinted Clearcoat,Navy Pier,None reported,Unknown,33410.0,5,0,0,12,2,26,197,83,Mid-Range,3,2,3,1,3,
Mercedes-Benz,AMG C 63 Base,2017,63000,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,42000.0,9,1,1,32,2,31,263,10,Premium,4,1,2,0,4,Luxury
Volvo,S40 T5,2005,257700,Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,3550.0,21,0,1,51,2,18,198,9,Budget,8,0,-1,6,8,Standard
Mercedes-Benz,GLE 350 Base 4MATIC,2017,57000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,29500.0,9,1,1,32,2,20,263,10,Mid-Range,4,1,2,0,4,Luxury
Chevrolet,Silverado 1500 1LT,2017,89000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,29999.0,9,0,1,8,2,14,104,57,Mid-Range,7,0,4,0,7,
Chevrolet,Tahoe LTZ,2015,134500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,28000.0,11,0,1,8,2,31,20,10,Mid-Range,8,0,4,0,8,Standard
Acura,MDX Technology,2022,15895,Gasoline,3.5L V6 24V GDI SOHC,10-Speed Automatic,Majestic Black Pearl,Parchment,None reported,Unknown,47950.0,4,0,0,0,2,3,140,92,Premium,3,2,3,1,3,
Genesis,GV70 2.5T,2022,20319,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,44249.0,4,0,1,14,2,51,263,10,Premium,2,5,4,0,2,
Pontiac,Firebird Base,1999,158000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,2500.0,27,1,1,38,2,6,263,10,Budget,1,7,2,0,1,Economy
Lexus,GX 460 Base,2021,40906,Gasoline,4.6 Liter,Automatic,Black,Black,None reported,Unknown,51998.0,5,0,0,24,2,33,20,10,Premium,3,2,3,1,3,
BMW,ALPINA B7 ALPINA B7 xDrive,2020,33749,Gasoline,4.4 Liter Twin Turbo,Automatic,Blue,Red,None reported,Unknown,85998.0,6,0,0,4,2,33,29,98,Premium,3,2,3,1,3,
BMW,M4 Competition xDrive,2023,1120,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,None reported,Yes,92900.0,3,0,1,4,2,25,104,131,Premium,7,3,4,0,7,
Jeep,Grand Cherokee L Limited,2021,26088,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Silver Zynith,Global Black,None reported,Unknown,38383.0,5,0,0,20,2,26,228,53,Mid-Range,3,2,3,1,3,
Kia,Forte GT-Line,2022,14950,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,24000.0,4,1,1,22,2,31,223,57,Mid-Range,4,1,2,0,4,Luxury
Kia,Forte LX,2018,47466,Gasoline,"2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Silky Silver,Black,None reported,Unknown,14699.0,8,0,0,22,2,33,222,10,Budget,3,2,3,1,3,
BMW,X6 M Base,2022,10376,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Ametrin Metallic,Black,None reported,Unknown,98900.0,4,0,0,4,2,26,4,10,Premium,3,2,3,1,3,
RAM,ProMaster 3500 High Roof,2021,18500,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41950.0,5,0,1,40,2,31,263,10,Premium,0,6,4,0,0,
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,24596,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Unknown,38322.0,5,0,0,50,2,26,68,124,Mid-Range,3,2,3,1,3,
Hyundai,Santa Fe SEL,2021,2905,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Shimmering Silver,Black,None reported,Unknown,27599.0,5,0,0,17,2,26,220,10,Mid-Range,3,2,3,1,3,
Jaguar,XF 3.0 Portfolio,2015,71290,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,At least 1 accident or damage reported,Yes,21000.0,11,1,1,19,2,31,38,10,Mid-Range,4,1,2,0,4,Luxury
INFINITI,QX30 Premium,2017,37900,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,22000.0,9,0,1,18,2,20,104,10,Mid-Range,7,6,4,0,7,
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,32500,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,43500.0,7,0,1,32,2,29,20,10,Premium,0,6,4,0,0,
Mitsubishi,Lancer Evolution Base,2003,61491,Gasoline,271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,28000.0,23,1,1,34,2,10,29,10,Mid-Range,1,7,2,0,1,Economy
Jeep,Wrangler Unlimited Sport,2013,77634,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Gecko Pearlcoat,Black,None reported,Unknown,24590.0,13,0,0,20,2,9,91,10,Mid-Range,3,2,3,1,3,
Volkswagen,Jetta GLX VR6,2002,121800,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,4300.0,24,0,1,50,2,10,20,10,Budget,8,0,4,0,8,Standard
BMW,ALPINA B7 ALPINA B7 xDrive,2020,65852,Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Mocha,None reported,Unknown,68998.0,6,0,0,4,2,33,20,81,Premium,3,2,3,1,3,
Mercedes-Benz,CLA-Class CLA 250,2014,83315,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000.0,12,0,1,32,2,31,263,131,Budget,0,6,4,0,0,
Toyota,Tundra SR5,2022,29322,Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,Unknown,44999.0,4,0,0,49,2,3,104,10,Premium,3,2,3,1,3,
Mercedes-Benz,SLC 300 Base,2019,23900,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,35999.0,7,0,1,32,2,29,263,10,Mid-Range,0,6,4,0,0,
Mercedes-Benz,AMG C AMG C 63 S,2016,40515,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Black,Black,At least 1 accident or damage reported,Unknown,47999.0,10,1,0,32,2,21,20,10,Premium,3,2,5,1,3,
Ford,F-150 XLT,2020,67516,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Light Camel,None reported,Yes,36994.0,6,0,1,12,2,33,104,76,Mid-Range,7,3,4,0,7,
Mazda,CX-9 Grand Touring,2010,155000,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,8300.0,16,0,1,31,2,14,223,10,Budget,8,0,4,0,8,Standard
Honda,Ridgeline RTL-E,2019,26998,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Black,Black,None reported,Unknown,35557.0,7,0,0,15,2,15,20,10,Mid-Range,3,2,3,1,3,
MINI,Cooper S Clubman Base,2009,137600,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gold,Black,None reported,Yes,6880.0,17,0,1,28,2,18,99,10,Budget,8,0,4,0,8,Standard
Nissan,Murano SL,2005,125500,Gasoline,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,Yes,3950.0,21,0,1,35,2,42,20,9,Budget,8,5,4,0,8,Standard
Nissan,Juke SV,2011,137483,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Gray,None reported,Yes,3200.0,15,0,1,35,2,42,263,57,Budget,8,5,4,0,8,Standard
Ford,Expedition Max Limited,2019,67500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,40500.0,7,0,1,12,2,2,104,10,Premium,7,3,4,0,7,
Ford,Expedition Max King Ranch,2020,52000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,53722.0,6,1,1,12,2,2,104,23,Premium,4,1,2,0,4,Luxury
Chevrolet,Suburban LT,2017,195361,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Black,Black,At least 1 accident or damage reported,Yes,26000.0,9,1,1,8,2,50,20,10,Mid-Range,1,1,2,0,1,Economy
BMW,M760 i xDrive,2019,14806,Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,81330.0,7,1,1,4,2,51,20,10,Premium,4,1,2,0,4,Luxury
Genesis,GV70 2.5T,2022,11000,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Unknown,At least 1 accident or damage reported,Yes,48950.0,4,1,1,14,2,31,263,126,Premium,4,1,2,0,4,Luxury
Dodge,Durango GT,2017,34845,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30000.0,9,1,1,10,2,31,263,10,Mid-Range,4,1,2,0,4,Luxury
Porsche,718 Cayman GTS,2018,16280,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,85500.0,8,0,1,39,2,51,198,10,Premium,2,5,4,0,2,
Porsche,Cayman Base,2011,77000,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,32000.0,15,0,1,39,2,31,198,9,Mid-Range,0,0,4,0,0,
Porsche,Panamera Turbo,2010,63000,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,38500.0,16,1,1,39,2,20,20,9,Mid-Range,4,1,2,0,4,Luxury
Lexus,ES 350 Base,2016,39700,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,25500.0,10,0,1,24,2,14,263,9,Mid-Range,7,6,4,0,7,
Land,Rover Range Rover Velar R-Dynamic SE,2019,75897,Gasoline,2.0 Liter,Automatic,Black,Black,None reported,Unknown,35998.0,7,0,0,23,2,33,20,10,Mid-Range,3,2,3,1,3,
Jaguar,XF S,2017,55000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34000.0,9,0,1,19,2,51,104,98,Mid-Range,2,5,4,0,2,
Lexus,GX 470 Base,2005,114000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,13450.0,21,1,1,24,2,31,223,57,Budget,1,7,2,0,1,Economy
Mercedes-Benz,GL-Class GL 550,2011,80124,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17500.0,15,0,1,32,2,20,20,10,Budget,8,0,4,0,8,Standard
RAM,1500 Longhorn,2023,4285,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,65688.0,3,0,1,40,2,33,71,13,Premium,0,6,4,0,0,
GMC,Suburban 2500,1996,95000,Gasoline,290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,25000.0,30,0,1,13,2,6,263,57,Mid-Range,8,0,4,0,8,Standard
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,59355,Gasoline,V8,Automatic,Santorini Black,Ebony / Pimento,None reported,Yes,72995.0,6,0,1,23,2,33,212,47,Premium,7,6,4,0,7,
BMW,M240 i,2019,19300,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,36000.0,7,0,1,4,2,25,263,98,Mid-Range,7,3,4,0,7,
Scion,tC Release Series 6.0,2010,120010,Gasoline,161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,6500.0,16,1,1,45,2,6,104,10,Budget,1,7,2,0,1,Economy
Kia,Optima EX,2012,152520,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,10900.0,14,0,1,22,2,14,263,9,Budget,8,0,4,0,8,Standard
Porsche,Panamera Turbo,2015,47000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,50000.0,11,0,1,39,2,51,20,23,Premium,2,5,4,0,2,
Genesis,G70 2.0T,2023,2046,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,43499.0,3,0,1,14,2,25,105,57,Premium,7,3,4,0,7,
Chevrolet,Trailblazer LS,2021,24965,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Mosaic Black Metallic,Jet Black,At least 1 accident or damage reported,Yes,22995.0,5,1,1,8,2,34,155,63,Mid-Range,4,1,2,0,4,Luxury
Toyota,Camry LE,2005,108000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Gray,None reported,Yes,7850.0,21,0,1,49,2,8,17,57,Budget,8,0,4,0,8,Standard
Toyota,Sienna LE,2015,76000,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,18300.0,11,0,1,49,2,31,198,57,Budget,0,6,4,0,0,
Porsche,911 Carrera S,2014,30000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,78500.0,12,0,1,39,2,20,20,23,Premium,0,6,4,0,0,
Volvo,V60 T6 R-Design Platinum,2015,59271,Gasoline,325.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,29900.0,11,0,1,51,2,14,29,10,Mid-Range,0,6,4,0,0,
FIAT,124 Spider Abarth,2017,45000,Gasoline,164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,22500.0,9,1,1,11,2,18,104,10,Mid-Range,4,1,2,0,4,Luxury
Dodge,Ram 1500 Quad Cab,2002,179000,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6500.0,24,1,1,10,2,31,20,10,Budget,1,7,2,0,1,Economy
Toyota,Supra A91-MT Edition,2023,1500,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Orange,None reported,Yes,84900.0,3,0,1,49,2,18,104,88,Premium,0,6,4,0,0,
Jeep,Wrangler Unlimited X,2007,135465,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,15750.0,19,0,1,20,2,31,20,57,Budget,8,0,4,0,8,Standard
MINI,Countryman Cooper S ALL4,2014,79000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,17000.0,12,0,1,28,2,51,263,10,Budget,2,5,4,0,2,
Nissan,Maxima SV,2012,42259,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,17000.0,14,1,1,35,2,42,20,10,Budget,4,1,2,0,4,Luxury
Toyota,Camry Solara SLE V6,2006,159890,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6500.0,20,1,1,49,2,31,29,57,Budget,1,7,2,0,1,Economy
BMW,328 i xDrive,2013,96000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13500.0,13,1,1,4,2,51,20,10,Budget,4,1,2,0,4,Luxury
BMW,135 i,2009,72900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,15500.0,17,0,1,4,2,14,104,57,Budget,8,0,4,0,8,Standard
